,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,AGUA,RUA_PAVI,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_BANHO,QT_EMPRE,QT_AUTO,QT_MICRO,QT_LAVALOU,QT_GEL1,QT_GEL2,QT_FREEZ,QT_MLAVA,QT_DVD,QT_MICROON,QT_MOTO,QT_SECAROU,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,PONTO_BR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIA_SEM,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,MOT_SRES,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,H_SAIDA,MIN_SAIDA,ANDA_O,H_CHEG,MIN_CHEG,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,VIA_BICI,TP_ESBICI,DISTANCIA,ID_ORDEM
14020,38,36,336102,7397421,380335,0,21.48,335,1,27052018,1,1,1,5,1,3803351,0,21.48,1,5,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,34.0,2015.0,,,8000.0,1,380335102,0,31.091146,2,2,45,1,1,4,1,1,5000.0,,,,,,193.0,36.0,350079.0,7397383.0,2.0,2.0,1.0,4.0,7.0,,,,,,,,,,2.0,35.230377,5.0,4,193.0,36.0,350079.0,7397383.0,193.0,36.0,350039.0,7397448.0,,,,,,,,,,,,,2.0,11.0,11.0,2.0,2.0,16.0,,,,12.0,30.0,,12.0,33.0,,3.0,16.0,3.0,,,,1.0,,,76.32,14021
14021,38,36,336102,7397421,380335,0,21.48,335,1,27052018,1,1,1,5,1,3803351,0,21.48,1,5,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,34.0,2015.0,,,8000.0,1,380335102,0,31.091146,2,2,45,1,1,4,1,1,5000.0,,,,,,193.0,36.0,350079.0,7397383.0,2.0,2.0,1.0,4.0,7.0,,,,,,,,,,3.0,35.230377,5.0,4,193.0,36.0,350039.0,7397448.0,193.0,36.0,350079.0,7397383.0,,,,,,,,,,,,,11.0,2.0,2.0,2.0,2.0,16.0,,,,13.0,15.0,,13.0,18.0,,3.0,16.0,3.0,,,,1.0,,,76.32,14022
14027,38,36,336102,7397421,380335,0,21.48,335,1,27052018,1,1,1,5,1,3803351,0,21.48,1,5,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,34.0,2015.0,,,8000.0,1,380335104,0,15.520599,4,3,18,1,1,3,1,1,2000.0,,,,,,193.0,36.0,350079.0,7397383.0,2.0,2.0,6.0,4.0,8.0,,,,,,,,,,2.0,17.586889,5.0,4,193.0,36.0,350079.0,7397383.0,193.0,36.0,350039.0,7397448.0,,,,,,,,,,,,,2.0,11.0,11.0,2.0,2.0,16.0,,,,12.0,30.0,,12.0,33.0,,3.0,16.0,3.0,,,,1.0,,,76.32,14028
14028,38,36,336102,7397421,380335,0,21.48,335,1,27052018,1,1,1,5,1,3803351,0,21.48,1,5,1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,3.0,34.0,2015.0,,,8000.0,1,380335104,0,15.520599,4,3,18,1,1,3,1,1,2000.0,,,,,,193.0,36.0,350079.0,7397383.0,2.0,2.0,6.0,4.0,8.0,,,,,,,,,,3.0,17.586889,5.0,4,193.0,36.0,350039.0,7397448.0,193.0,36.0,350079.0,7397383.0,,,,,,,,,,,,,11.0,2.0,2.0,2.0,2.0,16.0,,,,13.0,15.0,,13.0,18.0,,3.0,16.0,3.0,,,,1.0,,,76.32,14029
14935,40,36,338291,7394932,400940,0,14.401869,940,1,7092018,1,1,1,2,1,4009401,0,14.401869,1,2,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,3.0,30.0,,,,3579.58,3,400940102,0,23.943403,2,2,26,2,1,4,1,3,,,,,,,193.0,36.0,349859.0,7397918.0,2.0,2.0,3.0,10.0,1.0,,,,,,,,,,2.0,27.131039,4.0,4,193.0,36.0,349859.0,7397918.0,193.0,36.0,349903.0,7398036.0,,,,,,,,,,,,,3.0,11.0,11.0,2.0,2.0,16.0,,,,11.0,30.0,,11.0,32.0,,2.0,16.0,3.0,,,,1.0,,,125.94,14936
14936,40,36,338291,7394932,400940,0,14.401869,940,1,7092018,1,1,1,2,1,4009401,0,14.401869,1,2,2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,3.0,30.0,,,,3579.58,3,400940102,0,23.943403,2,2,26,2,1,4,1,3,,,,,,,193.0,36.0,349859.0,7397918.0,2.0,2.0,3.0,10.0,1.0,,,,,,,,,,3.0,27.131039,4.0,4,193.0,36.0,349903.0,7398036.0,193.0,36.0,349859.0,7397918.0,,,,,,,,,,,,,11.0,3.0,3.0,2.0,2.0,16.0,,,,12.0,25.0,,12.0,27.0,,2.0,16.0,3.0,,,,1.0,,,125.94,14937
18443,49,36,333009,7391609,490448,0,73.762712,448,1,12082018,1,1,1,4,1,4904481,0,73.762712,1,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,4.0,24.0,,,,3900.0,1,490448101,0,64.991327,1,1,31,1,5,4,1,1,2000.0,195.0,36.0,351397.0,7397242.0,2.0,195.0,36.0,351397.0,7397242.0,2.0,2.0,4.0,11.0,1.0,,,,,,,,,,2.0,73.643762,6.0,4,195.0,36.0,351397.0,7397242.0,189.0,36.0,352210.0,7395767.0,,,,,,,,,,,,,3.0,11.0,11.0,2.0,2.0,16.0,,,,11.0,30.0,,11.0,40.0,,10.0,16.0,3.0,,,,1.0,,,1684.22,18444
18444,49,36,333009,7391609,490448,0,73.762712,448,1,12082018,1,1,1,4,1,4904481,0,73.762712,1,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,4.0,24.0,,,,3900.0,1,490448101,0,64.991327,1,1,31,1,5,4,1,1,2000.0,195.0,36.0,351397.0,7397242.0,2.0,195.0,36.0,351397.0,7397242.0,2.0,2.0,4.0,11.0,1.0,,,,,,,,,,3.0,73.643762,6.0,4,189.0,36.0,352210.0,7395767.0,195.0,36.0,351397.0,7397242.0,,,,,,,,,,,,,11.0,3.0,3.0,2.0,2.0,16.0,,,,11.0,50.0,,12.0,40.0,,50.0,16.0,3.0,,,,1.0,,,1684.22,18445
30066,75,36,331197,7392269,753426,0,39.328767,3426,1,4102018,1,1,1,4,1,7534261,0,39.328767,1,4,1,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,2.0,39.0,2016.0,,,5819.68,3,753426101,0,49.556083,1,1,50,1,1,4,1,3,,,,,,,191.0,36.0,349862.0,7395709.0,2.0,2.0,6.0,3.0,1.0,,,,,,,,,,2.0,56.153591,4.0,4,191.0,36.0,349862.0,7395709.0,192.0,36.0,349845.0,7396126.0,,,,,,,,,,,,,1.0,11.0,11.0,2.0,2.0,16.0,,,,12.0,0.0,,12.0,5.0,,5.0,16.0,3.0,,,,1.0,,,417.35,30067
30067,75,36,331197,7392269,753426,0,39.328767,3426,1,4102018,1,1,1,4,1,7534261,0,39.328767,1,4,1,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,2.0,39.0,2016.0,,,5819.68,3,753426101,0,49.556083,1,1,50,1,1,4,1,3,,,,,,,191.0,36.0,349862.0,7395709.0,2.0,2.0,6.0,3.0,1.0,,,,,,,,,,3.0,56.153591,4.0,4,192.0,36.0,349845.0,7396126.0,191.0,36.0,349862.0,7395709.0,,,,,,,,,,,,,11.0,1.0,1.0,2.0,2.0,16.0,,,,12.0,55.0,,13.0,0.0,,5.0,16.0,3.0,,,,1.0,,,417.35,30068
